TransactionID,UserID,CourseID,TransactionDate,Amount,CompletionStatus,Rating
T01266,U0855,C061,2023-10-25,158.78,Not Started,4.9
T01267,U0608,C044,2022-12-09,76.51,Not Started,3.8
T01268,U0587,C016,2022-03-09,52.62,In Progress,3.8
T01269,U0935,C022,2022-12-04,77.03,Completed,4.8
T01270,U0566,C057,2022-04-07,132.6,Not Started,3.2
T01271,U0344,C062,2023-07-26,113.88,In Progress,3.3
T01272,U0971,C107,2023-11-26,151.27,Completed,4.1
T01273,U0925,C071,2023-01-31,74.41,Completed,4.5
T01274,U0054,C090,2022-10-18,95.88,Completed,
T01275,U0730,C072,2022-09-16,29.36,Completed,4.5
T01276,U0528,C070,2024-01-12,23.87,Completed,3.9
T01277,U0611,C030,2024-05-22,97.82,Not Started,4.7
T01278,U0532,C103,2023-11-04,67.29,Completed,3.9
T01279,U0558,C032,2023-09-10,126.42,In Progress,3.1
T01280,U0963,C086,2024-06-13,18.16,Not Started,3.9
T01281,U0193,C057,2022-06-03,33.13,In Progress,4.3
T01282,U0895,C109,2022-12-08,174.38,Completed,4.1
T01283,U0058,C009,2022-03-25,117.59,In Progress,
T01284,U0437,C031,2023-08-20,145.28,Completed,2.6
T01285,U0111,C071,2023-11-11,169.96,Completed,3.1
T01286,U0129,C137,2022-05-25,98.12,In Progress,5.0
T01287,U0849,C013,2022-12-25,154.59,Not Started,3.0
T01288,U0706,C131,2022-11-14,109.66,In Progress,3.7
T01289,U0925,C035,2023-11-03,52.31,Completed,
T01290,U0852,C021,2023-12-17,74.14,Completed,4.7
T01291,U0326,C064,2023-11-10,103.16,Completed,
T01292,U0008,C095,2023-02-06,70.2,In Progress,4.8
T01293,U0029,C034,2022-05-13,73.74,Completed,
T01294,U0112,C121,2023-09-02,74.09,Not Started,4.7
T01295,U0947,C015,2023-12-27,33.33,Completed,3.2
T01296,U0673,C120,2022-03-28,26.07,Completed,
T01297,U0131,C096,2022-11-14,18.82,In Progress,4.6
T01298,U0188,C006,2023-07-27,31.07,Completed,
T01299,U0675,C109,2023-01-21,75.29,In Progress,
T01300,U0709,C097,2023-10-21,122.83,Not Started,3.4
T01301,U0475,C032,2024-03-21,45.74,Completed,3.4
T01302,U0364,C083,2022-12-03,178.71,Completed,
T01303,U0204,C118,2024-04-12,163.58,Not Started,3.9
T01304,U0212,C079,2022-05-11,108.89,In Progress,2.8
T01305,U0621,C078,2023-11-18,147.59,Not Started,
T01306,U0276,C147,2023-12-21,79.59,Completed,4.7
T01307,U0073,C107,2024-04-28,16.98,Completed,4.8
T01308,U0679,C126,2024-01-27,181.81,Completed,2.7
T01309,U0772,C015,2023-12-03,34.27,Completed,3.9
T01310,U0243,C134,2023-06-24,190.1,In Progress,3.8
T01311,U0787,C073,2022-04-06,118.65,Completed,3.4
T01312,U0102,C101,2023-10-24,68.05,In Progress,3.9
T01313,U0987,C098,2023-11-18,104.14,Completed,3.6
T01314,U0685,C026,2023-03-10,105.3,Not Started,
T01315,U0171,C092,2023-06-05,14.41,Completed,4.4
T01316,U0653,C125,2023-01-06,77.53,Completed,3.8
T01317,U0909,C073,2022-01-19,150.56,In Progress,3.3
T01318,U0188,C123,2023-01-07,106.9,Completed,4.0
T01319,U0441,C053,2022-11-13,56.39,In Progress,4.1
T01320,U0086,C078,2022-07-04,73.66,Completed,
T01321,U0476,C092,2022-08-08,173.97,Not Started,4.0
T01322,U0052,C088,2022-12-16,109.84,In Progress,
T01323,U0111,C013,2024-02-24,110.38,In Progress,3.3
T01324,U0949,C043,2023-05-13,192.67,Not Started,3.6
T01326,U0854,C051,2022-08-20,101.1,In Progress,4.4
T01327,U0043,C019,2022-05-21,164.22,In Progress,3.6
T01328,U0211,C149,2022-06-08,154.18,In Progress,3.4
T01329,U0968,C122,2022-03-21,60.49,Completed,
T01330,U0200,C024,2022-10-30,38.7,Not Started,3.1
T01331,U0810,C026,2024-05-14,143.12,In Progress,2.5
T01332,U0858,C120,2024-03-18,58.94,Completed,3.7
T01333,U0752,C082,2022-04-14,185.3,Completed,2.9
T01334,U0627,C100,2023-06-04,34.55,Completed,3.4
T01335,U0026,C017,2024-02-29,70.47,Completed,3.2
T01336,U0919,C068,2023-07-07,20.4,Completed,4.4
T01337,U0299,C044,2024-05-05,143.62,Completed,3.3
T01338,U0077,C061,2024-01-27,179.33,Completed,4.1
T01339,U0924,C123,2023-06-24,130.81,In Progress,4.2
T01340,U0137,C093,2022-02-08,188.16,Completed,3.6
T01341,U0020,C074,2023-11-09,34.41,Completed,2.7
T01342,U0440,C067,2022-12-11,26.66,In Progress,4.3
T01343,U0211,C111,2024-06-16,169.29,Not Started,2.7
T01344,U0752,C002,2024-02-24,172.54,In Progress,2.7
T01345,U0551,C089,2023-09-25,167.89,Completed,
T01346,U0435,C026,2022-05-15,161.79,In Progress,3.2
T01347,U0780,C099,2023-09-04,78.81,Completed,
T01348,U0207,C027,2023-01-21,51.31,Completed,
T01349,U0991,C089,2022-06-07,186.46,Completed,
T01350,U0439,C146,2022-06-16,68.32,In Progress,4.9
T01351,U0974,C001,2022-07-05,85.69,In Progress,3.1
T01353,U0666,C131,2023-12-11,65.73,Completed,4.6
T01354,U0042,C041,2024-02-29,165.62,In Progress,
T01355,U0411,C051,2023-10-02,23.3,Completed,2.7
T01357,U0806,C008,2022-06-19,124.34,Completed,
T01358,U0610,C038,2024-01-09,118.86,In Progress,
T01359,U0427,C114,2023-03-25,97.08,Completed,3.7
T01360,U0275,C083,2022-02-14,62.63,In Progress,4.5
T01361,U0448,C056,2023-02-25,98.16,Not Started,
T01362,U0902,C103,2023-01-09,95.5,Completed,2.8
T01363,U0942,C138,2023-11-24,120.9,In Progress,2.9
T01365,U0742,C078,2022-09-01,24.73,Completed,2.6
T01366,U0369,C083,2023-03-31,37.56,Completed,4.8
T01367,U0938,C030,2023-09-18,142.83,Not Started,3.3
T01368,U0220,C005,2022-10-19,14.26,Completed,2.9
T01369,U0577,C119,2024-02-10,172.71,In Progress,4.1
T01370,U0867,C031,2024-02-06,141.93,Completed,
T01371,U0232,C023,2024-03-13,155.93,Not Started,4.4
T01372,U0328,C048,2023-04-05,168.83,Not Started,
T01373,U0443,C109,2022-08-28,33.3,In Progress,
T01374,U0052,C040,2023-07-01,166.26,Not Started,4.5
T01375,U0886,C006,2022-09-02,105.87,Completed,3.8
T01376,U0943,C038,2022-11-13,178.24,In Progress,
T01377,U0376,C100,2024-04-08,178.44,In Progress,4.9
T01378,U0263,C027,2024-03-14,14.58,In Progress,4.5
T01379,U0267,C069,2023-04-26,82.73,Not Started,4.6
T01380,U0359,C057,2024-05-05,110.01,Completed,
T01381,U0317,C017,2022-07-18,138.88,Completed,3.7
T01382,U0324,C071,2023-01-12,64.37,Completed,4.9
T01383,U0921,C047,2023-11-26,57.9,Not Started,4.0
T01384,U0908,C079,2023-08-08,82.43,Not Started,2.8
T01385,U0666,C110,2023-03-28,105.17,In Progress,4.3
T01386,U0870,C013,2023-04-18,190.71,In Progress,2.6
T01387,U0878,C139,2024-02-27,154.79,In Progress,4.4
T01388,U0652,C124,2022-10-16,91.56,In Progress,4.7
T01389,U0939,C109,2024-03-07,20.32,Completed,3.6
T01390,U0563,C090,2023-01-27,42.01,In Progress,
T01391,U0629,C086,2023-05-30,96.62,In Progress,3.3
T01392,U0421,C092,2023-06-25,164.62,In Progress,4.7
T01393,U0046,C024,2023-03-05,82.32,Completed,
T01394,U0821,C073,2022-06-15,112.3,In Progress,3.9
T01395,U0600,C004,2024-04-16,179.43,Not Started,4.2
T01396,U0720,C113,2022-07-24,183.61,In Progress,3.3
T01397,U0889,C046,2024-03-31,50.99,In Progress,
T01398,U0269,C018,2023-09-12,18.27,In Progress,4.4
T01399,U0601,C043,2022-05-22,68.02,In Progress,5.0
T01400,U0381,C093,2024-06-12,142.19,Completed,2.6
T01401,U0118,C103,2022-09-14,190.7,In Progress,
T01402,U0566,C124,2022-02-23,24.63,In Progress,3.6
T01403,U0953,C010,2023-10-19,15.4,In Progress,4.1
T01404,U0116,C073,2023-05-08,177.98,In Progress,3.5
T01405,U0630,C031,2024-06-14,152.14,In Progress,
T01406,U0260,C060,2023-01-16,198.52,In Progress,3.0
T01407,U0075,C131,2023-07-22,85.38,In Progress,2.5
T01408,U0480,C118,2022-04-16,89.04,Not Started,
T01409,U0305,C014,2023-12-30,42.73,In Progress,
T01410,U0007,C143,2024-05-16,32.0,Not Started,
T01411,U0366,C002,2023-06-13,119.95,In Progress,
T01412,U0634,C024,2024-05-21,79.2,Completed,3.5
T01413,U0523,C064,2022-05-08,25.25,Not Started,4.2
T01414,U0348,C100,2022-10-19,178.52,In Progress,
T01415,U0438,C114,2022-03-27,47.68,Not Started,4.1
T01416,U0215,C024,2024-02-21,152.22,In Progress,3.4
T01417,U0429,C091,2022-06-14,63.61,Completed,
T01418,U0791,C026,2022-10-07,164.44,Completed,4.6
T01419,U0498,C065,2023-04-06,32.49,In Progress,
T01420,U0540,C120,2023-06-10,153.64,Not Started,5.0
T01421,U0747,C004,2022-05-31,28.63,In Progress,
T01422,U0367,C001,2024-04-30,94.9,Completed,4.5
T01423,U0313,C050,2023-03-24,149.45,In Progress,
T01424,U0538,C110,2022-04-04,42.9,In Progress,3.6
T01425,U0921,C139,2022-08-16,64.27,Completed,2.9
T01426,U0054,C074,2024-04-16,174.3,Completed,3.8
T01427,U0541,C062,2023-04-07,178.16,Completed,2.7
T01428,U0467,C081,2022-12-24,18.53,Completed,
T01429,U0865,C056,2022-01-28,41.93,Completed,3.1
T01430,U0164,C111,2023-03-01,32.31,Completed,4.3
T01431,U0782,C021,2022-02-24,44.13,Not Started,4.0
T01432,U0334,C141,2023-02-10,194.33,Completed,
T01433,U0547,C009,2023-05-30,114.8,Completed,
T01434,U0798,C139,2023-01-18,98.93,Completed,3.0
T01435,U0348,C070,2022-08-30,197.04,In Progress,
T01436,U0273,C129,2023-01-31,115.81,In Progress,3.4
T01437,U0963,C118,2022-03-25,135.6,Completed,
T01438,U0720,C056,2023-01-19,73.22,In Progress,3.9
T01439,U0750,C031,2022-08-18,82.59,In Progress,4.3
T01440,U0414,C037,2022-01-29,122.93,Completed,
T01441,U0500,C091,2022-11-23,23.25,In Progress,4.8
T01442,U0093,C114,2022-04-12,58.61,In Progress,3.8
T01443,U0685,C128,2024-05-09,47.38,Completed,3.9
T01444,U0079,C122,2024-01-02,13.01,In Progress,4.6
T01445,U0622,C069,2023-10-28,112.0,Not Started,
T01446,U0217,C036,2022-12-10,116.59,In Progress,
T01447,U0947,C032,2024-03-21,82.94,Completed,4.0
T01448,U0358,C064,2022-05-30,61.05,Not Started,4.0
T01449,U0618,C048,2022-05-21,133.88,In Progress,3.4
T01450,U0507,C081,2022-02-09,35.58,Completed,
T01451,U0559,C149,2022-10-21,108.53,Completed,4.0
T01452,U0181,C060,2024-04-29,155.92,In Progress,3.1
T01453,U0576,C141,2023-04-29,41.21,Not Started,
T01454,U0246,C001,2023-12-14,153.11,Completed,4.7
T01455,U0244,C065,2024-05-01,154.54,Completed,4.1
T01456,U0506,C033,2022-05-23,21.38,In Progress,3.5
T01457,U0422,C038,2024-02-17,13.56,Not Started,3.0
T01458,U0320,C025,2023-12-24,195.04,Completed,4.0
T01459,U0087,C059,2023-04-26,46.73,Not Started,
T01460,U0217,C101,2023-04-05,166.2,In Progress,3.7
T01461,U0490,C127,2023-09-23,116.74,In Progress,
T01462,U0519,C041,2022-01-06,60.24,In Progress,3.9
T01463,U0278,C057,2022-03-23,34.68,Completed,4.8
T01464,U0849,C048,2022-01-20,104.36,In Progress,2.6
T01465,U0722,C072,2022-09-20,87.39,Not Started,3.2
T01466,U0169,C056,2022-08-09,142.78,Completed,2.6
T01467,U0330,C065,2024-05-05,181.78,In Progress,
T01468,U0650,C012,2022-06-03,162.99,Completed,
T01469,U0441,C069,2023-07-16,62.14,Completed,4.3
T01470,U0391,C134,2024-01-15,176.99,In Progress,3.4
T01471,U0496,C089,2023-09-16,168.33,Completed,4.8
T01472,U0381,C025,2023-06-25,186.53,In Progress,2.6
T01473,U0306,C001,2023-03-10,97.14,Completed,4.1
T01474,U0742,C131,2022-04-24,156.02,Not Started,
T01475,U0987,C049,2024-03-05,122.41,Completed,2.9
T01476,U0820,C147,2022-10-23,68.99,Completed,3.6
T01477,U0673,C060,2022-09-01,198.93,Completed,4.3
T01478,U0513,C002,2022-11-05,17.27,Not Started,4.1
T01479,U0748,C073,2022-05-05,40.82,Completed,
T01480,U0949,C145,2022-02-18,179.57,Completed,3.3
T01481,U0188,C110,2022-09-02,21.5,Not Started,4.3
T01482,U0930,C061,2023-03-06,178.49,Not Started,
T01483,U0516,C017,2023-10-17,145.88,Not Started,2.9
T01484,U0913,C049,2024-03-23,16.96,Completed,4.9
T01485,U0644,C076,2023-09-30,91.56,Completed,3.9
T01486,U0427,C148,2023-04-14,153.34,In Progress,3.8
T01487,U0502,C131,2022-03-06,120.78,In Progress,4.6
T01488,U0730,C043,2022-04-24,187.81,Completed,
T01489,U0260,C057,2024-05-06,174.84,Completed,
T01490,U0513,C050,2023-05-27,73.19,Not Started,3.8
T01491,U0071,C037,2023-09-04,26.07,Completed,
T01492,U0478,C046,2023-07-03,189.4,In Progress,4.2
T01493,U0178,C015,2022-01-17,108.27,In Progress,4.9
T01494,U0457,C080,2023-10-10,24.13,In Progress,2.6
T01496,U0291,C148,2023-08-12,175.01,Completed,
T01497,U0520,C024,2022-09-05,131.48,Completed,4.0
T01498,U0765,C125,2024-01-06,95.02,In Progress,3.2
T01499,U0920,C118,2022-05-28,135.8,Completed,4.6
T01500,U0979,C080,2022-10-26,144.26,In Progress,2.9
T01501,U0292,C094,2023-03-16,179.67,In Progress,
T01502,U0946,C065,2022-01-02,191.6,In Progress,4.9
T01503,U0756,C088,2023-09-22,107.71,Completed,3.5
T01504,U0635,C088,2022-12-28,161.7,Completed,4.9
T01505,U0811,C145,2022-09-04,193.25,In Progress,3.2
T01506,U0283,C126,2023-08-08,38.73,Completed,
T01507,U0544,C089,2023-03-03,13.46,Not Started,4.4
T01508,U0846,C061,2022-07-11,175.09,Not Started,
T01509,U0377,C015,2023-11-12,47.09,Completed,3.7
T01510,U0658,C094,2023-11-16,18.06,Completed,2.7
T01511,U0156,C051,2022-03-29,40.41,Completed,4.1
T01512,U0508,C027,2023-06-21,82.97,Not Started,
T01513,U0413,C074,2023-01-05,51.65,Completed,4.6
T01514,U0528,C061,2022-03-11,67.99,Completed,3.2
T01515,U0355,C031,2023-06-23,195.3,In Progress,4.6
T01516,U0559,C012,2023-07-12,143.83,Completed,
T01517,U0763,C046,2023-06-04,145.31,Completed,4.0
T01518,U0187,C032,2024-03-16,27.98,Completed,
T01519,U0031,C061,2023-06-04,149.09,In Progress,2.6
T01520,U0260,C046,2023-07-22,150.47,Completed,4.6
T01521,U0421,C085,2022-01-21,135.34,In Progress,2.8
T01522,U0529,C080,2023-02-04,53.39,Not Started,
T01523,U0551,C135,2024-06-13,90.37,In Progress,3.7
T01524,U0304,C004,2023-04-27,170.78,In Progress,
T01525,U0942,C052,2022-02-14,137.33,Completed,2.6
T01526,U0986,C112,2023-10-13,149.22,Completed,3.9
T01527,U0944,C036,2023-02-01,121.59,Completed,4.1
T01528,U0039,C054,2023-01-18,95.41,In Progress,
T01529,U0489,C119,2022-09-17,154.21,Completed,
T01530,U0644,C127,2024-02-05,22.9,Completed,3.7
T01531,U0542,C017,2022-01-17,137.89,Completed,3.0
T01532,U0670,C075,2023-01-01,199.46,Completed,3.7
T01533,U0278,C105,2024-03-18,158.23,In Progress,
T01534,U0203,C150,2022-03-11,65.2,In Progress,
T01535,U0066,C117,2022-12-20,62.78,Completed,3.5
T01536,U0108,C043,2022-09-04,136.76,In Progress,4.0
T01537,U0268,C112,2024-01-21,180.2,In Progress,2.5
T01538,U0222,C115,2023-11-04,119.8,In Progress,3.9
T01539,U0804,C027,2023-10-06,110.2,Not Started,4.9
T01540,U0530,C037,2022-04-17,40.46,Completed,3.3
T01541,U0090,C046,2024-03-01,145.93,Completed,
T01542,U0693,C113,2023-08-19,143.43,In Progress,4.4
T01543,U0255,C035,2024-01-23,193.71,Not Started,4.0
T01544,U0455,C132,2024-02-14,67.03,In Progress,3.5
T01545,U0253,C080,2022-12-07,153.71,Not Started,2.9
T01546,U0257,C080,2022-05-17,92.46,In Progress,3.7
T01547,U0383,C121,2022-02-15,116.1,In Progress,3.2
T01548,U0442,C147,2022-12-27,165.12,In Progress,4.2
T01549,U0858,C122,2023-07-14,52.17,Completed,3.6
T01550,U0599,C081,2022-12-13,75.14,In Progress,4.6
T01551,U0090,C150,2024-04-13,156.92,In Progress,3.0
T01552,U0749,C119,2023-10-21,118.38,In Progress,
T01553,U0390,C058,2022-06-29,27.55,Completed,
T01554,U0582,C063,2024-04-30,91.73,Completed,2.8
T01555,U0044,C100,2024-03-08,121.45,In Progress,4.0
T01556,U0712,C066,2023-12-03,182.8,In Progress,3.2
T01557,U0664,C145,2023-04-21,45.8,Not Started,3.1
T01558,U0598,C085,2023-12-14,163.12,Completed,2.9
T01559,U0019,C137,2023-05-06,34.81,Completed,
T01560,U0101,C144,2023-10-09,56.01,Completed,4.8
T01561,U0914,C123,2022-07-06,56.23,In Progress,
T01562,U0607,C002,2024-04-10,176.71,Completed,4.6
T01563,U0766,C106,2022-05-19,47.8,Not Started,3.5
T01564,U0357,C108,2022-03-06,159.51,Completed,3.9
T01565,U0542,C072,2024-01-04,97.73,Not Started,
T01566,U0761,C126,2024-03-05,199.82,In Progress,4.8
T01567,U0938,C057,2023-04-14,169.42,Not Started,4.4
T01568,U0033,C081,2022-02-07,150.53,Completed,5.0
T01569,U0970,C141,2022-10-28,175.43,In Progress,
T01570,U0229,C019,2022-07-26,130.46,Completed,3.2
T01571,U0524,C007,2022-02-14,170.28,Completed,4.9
T01572,U0630,C137,2024-03-21,59.6,Completed,5.0
T01573,U0862,C054,2022-07-24,28.55,In Progress,
T01574,U0155,C104,2022-02-12,127.02,Completed,
T01575,U0423,C086,2022-11-20,92.58,Not Started,4.2
T01576,U0905,C082,2022-11-14,91.01,Completed,4.8
T01577,U0246,C061,2023-06-12,110.07,Completed,4.8
T01578,U0405,C087,2023-02-12,78.65,Completed,4.7
T01579,U0844,C002,2024-04-14,128.94,In Progress,
T01580,U0759,C031,2023-07-11,15.8,Completed,
T01581,U0541,C033,2023-04-30,194.27,Not Started,
T01582,U0161,C080,2022-09-17,185.68,In Progress,2.8
T01583,U0747,C011,2022-02-07,187.69,Not Started,2.7
T01584,U0702,C128,2024-02-11,79.34,Completed,
T01585,U0117,C135,2023-10-25,111.05,In Progress,
T01586,U0271,C128,2022-07-15,191.27,In Progress,3.4
T01587,U0770,C031,2022-10-20,181.44,Not Started,4.3
T01588,U0692,C126,2023-01-01,160.14,Completed,4.6
T01589,U0487,C047,2024-06-01,87.38,Not Started,4.2
T01590,U0885,C107,2024-03-10,117.21,Completed,3.7
T01591,U0172,C019,2022-02-18,160.64,In Progress,
T01592,U0950,C081,2024-06-05,61.86,Completed,
T01593,U0274,C123,2023-11-03,129.02,Completed,
T01594,U0259,C134,2022-12-06,167.3,Completed,
T01595,U0135,C107,2022-10-07,144.41,Not Started,3.9
T01596,U0683,C049,2022-05-08,101.09,Not Started,4.3
T01597,U0722,C073,2024-03-29,121.07,Completed,
T01598,U0748,C050,2023-01-12,197.84,Not Started,2.7
T01599,U0422,C081,2023-03-24,124.37,In Progress,4.4
T01600,U0421,C095,2023-02-14,159.26,In Progress,3.0
T01601,U0186,C012,2024-02-01,148.04,Completed,4.0
T01602,U0929,C023,2023-03-27,143.27,In Progress,4.5
T01603,U0364,C054,2023-01-31,146.1,Completed,
T01604,U0955,C118,2022-12-14,96.33,Completed,4.0
T01605,U0607,C059,2022-07-11,100.08,In Progress,4.2
T01606,U0378,C003,2023-05-24,98.88,Not Started,4.4
T01607,U0523,C058,2023-12-10,16.31,In Progress,2.9
T01608,U0580,C057,2023-05-25,55.79,Not Started,4.6
T01609,U0891,C145,2023-01-12,39.36,Not Started,2.7
T01610,U0722,C090,2024-03-27,178.41,Completed,3.8
T01611,U0196,C055,2023-06-16,62.23,Completed,3.6
T01612,U0881,C045,2022-10-01,36.29,In Progress,3.1
T01613,U0098,C001,2024-03-31,32.75,Not Started,3.3
T01614,U0605,C021,2022-03-26,142.99,Not Started,2.9
T01615,U0984,C021,2024-01-15,11.15,In Progress,
T01616,U0022,C052,2023-03-11,99.54,In Progress,2.6
T01617,U0450,C082,2022-03-22,32.58,In Progress,4.7
T01618,U0172,C067,2023-03-17,171.43,Completed,
T01619,U0383,C113,2023-09-09,192.1,Completed,4.7
T01620,U0134,C044,2024-04-22,192.15,In Progress,4.7
T01621,U0426,C010,2022-07-04,93.96,Not Started,3.6
T01622,U0025,C064,2023-07-13,132.45,Not Started,
T01623,U0503,C069,2022-10-28,123.93,Completed,3.3
T01624,U0185,C068,2022-11-25,76.5,In Progress,
T01625,U0085,C028,2022-04-16,94.36,Not Started,4.2
T01626,U0567,C116,2022-03-23,22.21,In Progress,4.9
T01627,U0763,C051,2022-12-02,161.17,Completed,3.5
T01628,U0144,C004,2023-11-08,55.74,In Progress,4.7
T01629,U0863,C079,2022-10-30,97.49,In Progress,
T01630,U0910,C017,2022-11-10,101.31,In Progress,4.7
T01631,U0679,C108,2023-04-02,116.53,In Progress,2.8
T01632,U0412,C074,2023-09-10,165.39,Not Started,
T01633,U0224,C023,2024-01-05,141.45,Completed,4.2
T01634,U0220,C018,2023-03-13,135.97,Completed,4.1
T01635,U0179,C129,2022-06-20,110.07,In Progress,3.6
T01636,U0631,C035,2023-12-08,28.22,Completed,
T01637,U0433,C064,2023-03-31,86.37,Not Started,3.1
T01638,U0265,C059,2022-12-26,191.88,Completed,4.0
T01639,U0954,C001,2023-04-03,199.14,In Progress,
T01640,U0429,C131,2022-02-13,148.78,Not Started,
T01641,U0662,C067,2024-01-15,53.22,Completed,
T01642,U0416,C037,2024-06-09,29.35,Not Started,2.7
T01643,U0453,C029,2022-12-28,88.8,In Progress,2.9
T01644,U0727,C089,2023-09-22,172.74,Completed,3.7
T01645,U0197,C100,2023-03-22,147.14,Not Started,
T01646,U0554,C122,2022-10-09,177.93,Completed,3.9
T01647,U0053,C090,2023-10-17,126.99,In Progress,4.6
T01648,U0480,C132,2024-03-21,34.75,Completed,
T01649,U0443,C014,2022-02-28,31.8,Completed,4.5
T01650,U0330,C150,2022-03-18,19.11,Not Started,
T01651,U0251,C131,2023-11-19,117.74,In Progress,4.5
T01652,U0807,C085,2023-10-15,56.14,Completed,3.5
T01653,U0890,C021,2023-02-20,149.52,In Progress,3.9
T01654,U0783,C026,2023-01-08,140.38,In Progress,2.9
T01655,U0967,C041,2023-06-10,70.43,Not Started,4.8
T01656,U0925,C122,2024-03-31,43.58,In Progress,
T01657,U0123,C038,2024-02-07,29.45,Not Started,4.6
T01658,U0879,C088,2023-11-27,150.08,In Progress,3.0
T01659,U0387,C011,2022-06-13,95.57,In Progress,2.7
T01660,U0339,C029,2022-02-01,71.46,Not Started,
T01661,U0778,C060,2022-05-27,172.75,Completed,
T01662,U0348,C061,2024-05-19,122.78,Completed,4.5
T01663,U0029,C147,2023-09-15,108.41,Completed,
T01664,U0975,C022,2023-11-26,151.23,Completed,
T01665,U0035,C078,2024-03-11,164.95,Completed,3.4
T01666,U0518,C113,2023-03-25,140.34,In Progress,4.3
T01667,U0396,C123,2022-02-05,93.59,In Progress,3.3
T01668,U0623,C142,2022-05-10,82.06,Completed,4.9
T01669,U0294,C044,2022-03-10,156.61,Completed,2.9
T01670,U0589,C144,2022-08-30,108.39,Completed,
T01671,U0349,C097,2024-03-08,143.82,Completed,4.0
T01672,U0147,C077,2023-10-23,179.17,In Progress,3.1
T01673,U0067,C140,2023-01-11,184.01,Completed,4.4
T01674,U0904,C055,2023-01-06,62.76,Not Started,3.6
T01675,U0520,C051,2023-01-28,45.69,Completed,
T01676,U0122,C102,2023-08-04,59.63,Not Started,
T01677,U0340,C029,2022-02-03,152.75,Completed,2.8
T01678,U0175,C069,2023-09-12,80.3,In Progress,4.6
T01679,U0900,C080,2022-06-07,42.93,In Progress,
T01680,U0691,C031,2023-11-27,28.68,Not Started,
T01681,U0597,C112,2023-04-06,72.18,In Progress,3.6
T01682,U0451,C046,2023-01-15,35.86,Not Started,3.0
T01683,U0557,C097,2023-01-16,39.7,In Progress,3.3
T01684,U0136,C052,2023-03-31,139.93,In Progress,
T01685,U0855,C138,2024-02-21,13.74,Not Started,4.8
T01686,U0016,C074,2022-03-20,32.33,In Progress,3.7
T01687,U0333,C041,2023-08-11,170.42,In Progress,3.2
T01688,U0195,C077,2022-05-21,170.52,Completed,
T01689,U0496,C131,2023-06-27,72.55,Not Started,4.4
T01690,U0009,C114,2023-01-11,26.7,In Progress,4.5
T01691,U0828,C052,2023-02-12,143.93,In Progress,
T01692,U0334,C087,2022-11-18,78.42,Completed,
T01693,U0333,C109,2023-10-28,18.63,In Progress,3.4
T01694,U0327,C141,2022-10-13,39.98,In Progress,2.9
T01695,U0015,C069,2022-09-13,36.06,In Progress,4.5
T01696,U0839,C120,2022-04-27,121.92,Completed,3.8
T01697,U0614,C067,2022-01-27,180.63,Completed,4.6
T01698,U0226,C061,2024-01-24,160.67,Completed,
T01699,U0425,C071,2022-07-10,113.83,In Progress,4.1
T01700,U0790,C030,2023-05-27,90.2,Completed,4.0
T01701,U0408,C146,2023-06-15,127.54,In Progress,3.4
T01702,U0113,C096,2023-02-01,94.31,In Progress,
T01703,U0997,C056,2023-07-30,56.75,Not Started,
T01704,U0428,C053,2022-05-01,139.04,Completed,4.7
T01705,U0001,C007,2022-09-26,175.91,Completed,
T01706,U0266,C097,2024-03-04,80.84,In Progress,
T01707,U0491,C113,2022-09-24,169.88,In Progress,
T01708,U0208,C125,2023-12-22,91.9,Completed,
T01709,U0622,C132,2023-04-02,86.24,Not Started,4.3
T01710,U0712,C121,2022-08-08,15.37,In Progress,3.0
T01711,U0952,C038,2023-09-19,142.09,Completed,
T01712,U0369,C122,2022-10-20,163.42,Completed,4.3
T01713,U0985,C026,2023-12-12,136.07,Not Started,4.0
T01714,U0306,C129,2023-05-18,38.75,Completed,3.5
T01715,U0012,C004,2022-07-24,29.62,Completed,4.9
T01716,U0345,C039,2022-05-06,118.83,Completed,3.8
T01717,U0465,C054,2022-05-19,86.28,In Progress,
T01718,U0700,C033,2024-05-23,91.52,Not Started,3.9
T01719,U0666,C020,2022-03-17,193.87,Completed,4.5
T01720,U0494,C016,2023-04-08,147.54,Completed,4.4
T01721,U0368,C149,2022-06-26,88.23,Completed,4.2
T01722,U0846,C127,2024-01-01,13.62,In Progress,2.5
T01723,U0937,C087,2023-04-01,16.47,Completed,2.7
T01724,U0420,C082,2022-03-31,140.1,Not Started,4.0
T01725,U0889,C062,2024-04-09,169.16,Completed,4.8
T01726,U0791,C031,2023-11-30,144.45,Completed,
T01727,U0171,C042,2024-05-15,87.11,Completed,
T01728,U0134,C012,2022-11-24,15.91,Not Started,3.3
T01729,U0965,C065,2023-11-15,193.8,In Progress,
T01730,U0427,C073,2022-12-22,197.39,Not Started,4.0
T01731,U0025,C131,2023-12-28,114.37,Completed,4.9
T01732,U0530,C115,2022-03-08,23.42,Completed,3.8
T01733,U0190,C137,2023-07-18,112.77,In Progress,3.4
T01734,U0141,C106,2023-07-10,179.53,In Progress,3.8
T01735,U0555,C016,2022-10-25,139.19,In Progress,
T01736,U0846,C078,2022-11-04,146.79,Completed,3.9
T01737,U0796,C125,2024-05-21,26.13,Completed,3.3
T01738,U0658,C131,2022-06-11,30.23,Completed,3.3
T01739,U0315,C141,2023-12-30,34.19,In Progress,4.4
